issueKey,caseId,severity,statut,module,priority,scenario,descriptionTechnique,rg,preuve,video
"ORI-688","CT-PTG-04","bloquant","blocked-flow","MP5 > SP5.2","P2","RG_PLA_TLP_01 - Infobulle au survol : type des pointages par intervenant","Étape ""Survoler la carte d'une intervention"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PLA_TLP_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-04/journey.mp4"
"ORI-688","CT-PTG-06","bloquant","blocked-flow","MP5 > SP5.2","P2","Mise a jour de l'etat des pointages a la reception/forcage d'un pointage","Étape ""Recevoir un pointage declare, rafraichir"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PLA_HRD_01, RG_PLAI_BAI_01, RG_PLA_RAF_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-06/journey.mp4"
"ORI-723","CT-DUR-01","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_Hhebdo_13 - Controles de saisie des heures hebdomadaires (obligatoire, > 0, format, bornes)","Étape ""Laisser hebdo vide, tenter passage onglet suivant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_Hhebdo_13","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-01/journey.mp4"
"ORI-723","CT-DUR-02","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_Hmens_14 - Calcul automatique des heures mensuelles (lecture seule)","Étape ""Passer hebdo de 35 a 30"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_Hmens_14","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-02/journey.mp4"
"ORI-723","CT-DUR-03","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_Temps_15 - Nature du temps (plein/partiel) et effets conditionnels","Étape ""Basculer plein <-> partiel"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_Temps_15","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-03/journey.mp4"
"ORI-723","CT-DUR-04","bloquant","blocked-flow","MP3 > SP3.2","P2","RG_CONT_TauxP_16 - Calcul automatique du taux temps plein (%)","Étape ""Tenter saisie dans le champ taux"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_TauxP_16","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-04/journey.mp4"
"ORI-723","CT-DUR-05","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_ModOrg_38_V2 - Mode d'organisation du temps de travail (Forfait jours masque Intervenant)","Étape ""Repasser en Hebdomadaire fixe"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_ModOrg_38_V2","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-05/journey.mp4"
"ORI-723","CT-DUR-07","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_DerogTP_39 - Derogation temps partiel < 24h (obligatoire et bloquante)","Étape ""Repasser en temps plein"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_DerogTP_39","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-07/journey.mp4"
"ORI-723","CT-DUR-08","bloquant","blocked-flow","MP3 > SP3.2","P2","RG_CONT_Compl_40 - Plafond heures complementaires (calcul et visibilite conditionnelle)","Étape ""Passer en temps plein"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_Compl_40","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-08/journey.mp4"
"ORI-723","CT-DUR-09","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_Mutuelle_42 - Alerte seuil mutuelle (< 65h/mois)","Étape ""Passer hebdo 14 -> 24"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_Mutuelle_42","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-09/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-09/journey.mp4"
"ORI-723","CT-DUR-10","bloquant","blocked-flow","MP3 > SP3.2","P1","RG_CONT_TickResto_44 - Alerte seuil tickets restaurant (seuil marque)","Étape ""Marque O2, hebdo 15"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CONT_TickResto_44","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-10/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-10/journey.mp4"
"ORI-723","CT-DUR-11","bloquant","blocked-flow","MP3 > SP3.2","P1","Coherence des dependances entre champs (propagation des recalculs)","Étape ""Basculer temps plein -> partiel"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-11/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-11/journey.mp4"
"ORI-723","CT-DUR-12","bloquant","blocked-flow","MP3 > SP3.2","P1","Persistance BACK et mise a disposition des modules aval","Étape ""Remplir les champs obligatoires coherents, enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-12/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-12/journey.mp4"
"ORI-728","CT-DIS-01","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_07/08 / Scenario 7 - Intervenant disponible : serie et interventions creees (Pourvue)","Étape ""Emettre le message Kafka de creation avec intervenant disponible"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_07, RG_CRT_SIN_08","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-01/journey.mp4"
"ORI-728","CT-DIS-02","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_07/09 / Scenario 17 - Intervenant indisponible pour la serie : creation bloquee + notification","Étape ""Emettre le message avec intervenant indisponible pour la serie"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_07, RG_CRT_SIN_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-02/journey.mp4"
"ORI-728","CT-DIS-03","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_08 / Scenario 18 - Disponible pour la serie mais indisponible pour une occurrence (Non pourvue)","Étape ""Emettre le message avec intervenant disponible serie mais en conflit s"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_08","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-03/journey.mp4"
"ORI-728","CT-DIS-04","bloquant","blocked-flow","MP5 > SP5.2","P2","RG_CRT_SIN_08 - Exclusion des elements au statut 'Annule' du controle de disponibilite","Étape ""Emettre le message avec un chevauchement sur un element 'Annule'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_08","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-04/journey.mp4"
"ORI-728","CT-DIS-05","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenarios 8/9 - Message sans intervenant (listeIdsIntervenants vide) : verification sautee","Étape ""Emettre le message sans intervenant (statut Planifiee)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-05/journey.mp4"
"ORI-728","CT-DIS-06","bloquant","blocked-flow","MP5 > SP5.2","P2","RG_CRT_SIN_07 - Perimetre de la verification serie : recurrents pris en compte, ponctuels ignores","Étape ""Emettre le message avec conflits uniquement ponctuels"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_07","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-06/journey.mp4"
"ORI-728","CT-DIS-07","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_MOD_SIN_07/08 - Verification de disponibilite lors de la MODIFICATION d'une serie (miroir creation)","Étape ""Emettre un message de modification avec intervenant disponible"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_MOD_SIN_07, RG_MOD_SIN_08, RG_MOD","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-728/CT-DIS-07/journey.mp4"
"ORI-745","CT-UX-04","bloquant","failed","","","","Étapes 0/0, assertions 0/0","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-04/journey.mp4"
"ORI-745","CT-UX-05","bloquant","failed","","","","Étapes 0/0, assertions 0/0","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-05/journey.mp4"
"ORI-745","CT-UX-06","bloquant","failed","","","","Étapes 0/0, assertions 0/0","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-06/journey.mp4"
"ORI-745","CT-UX-07","bloquant","failed","","","","Étapes 0/0, assertions 0/0","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-07/journey.mp4"
"ORI-745","CT-UX-08","bloquant","blocked-flow","MP4 > SP4.1","P2","Non-regression fonctionnelle des elements dont l'icone/tag a change","Étape ""Cliquer sur un icone 'Identite' menant a un formulaire"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-08/journey.mp4"
"ORI-750","CT-ERR-01","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_01 / Scenarios 11-12 - Message non conforme (champ manquant ou incoherence) : notification d'erreur","Étape ""Emettre un message avec un champ obligatoire manquant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-01/journey.mp4"
"ORI-750","CT-ERR-02","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenario 16 - Agence inconnue : notification d'erreur","Étape ""Emettre le message avec un idAgence inconnu"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-02/journey.mp4"
"ORI-750","CT-ERR-03","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenarios 14/15 - Client inconnu et intervenant inconnu : notification d'erreur","Étape ""Emettre le message avec un idClient inconnu"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-03/journey.mp4"
"ORI-750","CT-ERR-04","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenario 17 - Intervenant indisponible pour la serie : notification d'erreur","Étape ""Emettre le message avec un intervenant indisponible pour la serie"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_07","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-04/journey.mp4"
"ORI-750","CT-ERR-05","bloquant","blocked-flow","MP5 > SP5.2","P2","Scenario 13 - Serie d'interventions deja existante : notification d'erreur","Étape ""Emettre un message de creation avec un idSerieInterventions existant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-05/journey.mp4"
"ORI-750","CT-ERR-06","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_09 - Contenu de la notification creee et attributs issus de la DMN","Étape ""Declencher une erreur (ex agence inconnue)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-06/journey.mp4"
"ORI-750","CT-ERR-07","bloquant","blocked-flow","MP5 > SP5.2","P1","Notification des erreurs lors de la MODIFICATION d'une serie (miroir creation)","Étape ""Emettre une modification avec un message non conforme"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_MOD","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-07/journey.mp4"
"ORI-750","CT-ERR-01","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_01 / Scenarios 11-12 - Message non conforme (champ manquant ou incoherence) : notification d'erreur","Étape ""Emettre un message avec un champ obligatoire manquant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-01/journey.mp4"
"ORI-750","CT-ERR-02","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenario 16 - Agence inconnue : notification d'erreur","Étape ""Emettre le message avec un idAgence inconnu"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-02/journey.mp4"
"ORI-750","CT-ERR-03","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenarios 14/15 - Client inconnu et intervenant inconnu : notification d'erreur","Étape ""Emettre le message avec un idClient inconnu"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-03/journey.mp4"
"ORI-750","CT-ERR-04","bloquant","blocked-flow","MP5 > SP5.2","P1","Scenario 17 - Intervenant indisponible pour la serie : notification d'erreur","Étape ""Emettre le message avec un intervenant indisponible pour la serie"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_07","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-04/journey.mp4"
"ORI-750","CT-ERR-05","bloquant","blocked-flow","MP5 > SP5.2","P2","Scenario 13 - Serie d'interventions deja existante : notification d'erreur","Étape ""Emettre un message de creation avec un idSerieInterventions existant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-05/journey.mp4"
"ORI-750","CT-ERR-06","bloquant","blocked-flow","MP5 > SP5.2","P1","RG_CRT_SIN_09 - Contenu de la notification creee et attributs issus de la DMN","Étape ""Declencher une erreur (ex agence inconnue)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_CRT_SIN_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-06/journey.mp4"
"ORI-750","CT-ERR-07","bloquant","blocked-flow","MP5 > SP5.2","P1","Notification des erreurs lors de la MODIFICATION d'une serie (miroir creation)","Étape ""Emettre une modification avec un message non conforme"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_MOD","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-750/CT-ERR-07/journey.mp4"
"ORI-769","CT-LOC-04","bloquant","blocked-flow","MP4 > SP4.1","P1","Robustesse : echec de chargement de la carte (GEOWS/reseau KO) - mode degrade","Étape ""Simuler l'indisponibilite du service carto/GEOWS"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-04/journey.mp4"
"ORI-769","CT-LOC-06","bloquant","blocked-flow","MP4 > SP4.1","P2","Interaction sur la carte / bouton itineraire (si present)","Étape ""Tester le zoom / clic sur le pin (si carte interactive)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-06/journey.mp4"
"ORI-773","CT-STE-COORD-01","bloquant","blocked-flow","MP1 > SP1.1","P1","Ouverture modale et pre-remplissage des champs","Étape ""Cliquer bouton Modifier de l encadre Coordonnees Legales"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_GEN_ENR_01, RG_GEN_SUIV_01, RG_STE_ETATFICHE_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-01/journey.mp4"
"ORI-773","CT-STE-COORD-03","bloquant","blocked-flow","MP1 > SP1.1","P1","Heritage adresse vers etablissements principaux (RG_STE_ADRESS_HERIT_ETAB)","Étape ""Enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_STE_ADRESS_HERIT_ETAB","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-03/journey.mp4"
"ORI-773","CT-STE-COORD-05","bloquant","blocked-flow","MP1 > SP1.1","P1","Controle SIREN: unicite + cle de Luhn + lien API SIRENE","Étape ""Cliquer Completer via le SIREN"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_STE_SIREN_01, RG_STE_SIREN_02, RG_STE_SIREN_VIDE, RG_STE_SIREN_03","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-05/journey.mp4"
"ORI-773","CT-STE-COORD-06","bloquant","blocked-flow","MP1 > SP1.1","P2","Bouton Suivant: navigation multi-etapes sans enregistrement","Étape ""Revenir a l etape Coordonnees Legales"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_GEN_SUIV_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-06/journey.mp4"
"ORI-773","CT-STE-COORD-07","bloquant","blocked-flow","MP1 > SP1.1","P2","Calcul etat de la fiche apres modification (RG_STE_ETATFICHE_01)","Étape ""Enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_STE_ETATFICHE_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-07/journey.mp4"
"ORI-773","CT-STE-COORD-08","bloquant","blocked-flow","MP1 > SP1.1","P2","Controles de format: longueur max, email, telephone","Étape ""Corriger tous les champs avec valeurs conformes"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-08/journey.mp4"
"ORI-783","CT-ETAB-01","bloquant","blocked-flow","MP1 > SP1.1","P1","Ouverture modale + pre-remplissage Aspects Juridiques","Étape ""Cliquer Modifier encadre Aspects Juridiques"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_GEN_ENR_01, RG_GEN_SUIV_01, RG_ETAB_ETATFICHE_01, RG_STRUCT_OBLG_4_TAB","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-01/journey.mp4"
"ORI-783","CT-ETAB-03","bloquant","blocked-flow","MP1 > SP1.1","P1","Controle SIRET: unicite + lien Completer via SIRET","Étape ""Cliquer Completer via le SIRET"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_ETAB_SIRET_01, RG_ETAB_SIRET_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-03/journey.mp4"
"ORI-783","CT-ETAB-06","bloquant","blocked-flow","MP1 > SP1.1","P1","Changement type Principal + protection si deja un principal (RG_ETAB_CHG_PRINCIPAL)","Étape ""Declasser d abord l autre etab en Secondaire"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_ETAB_TYPE_01, RG_ETAB_CHG_PRINCIPAL","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-06/journey.mp4"
"ORI-783","CT-ETAB-07","bloquant","blocked-flow","MP1 > SP1.1","P1","Heritage inactivation parent + blocage ACTIF vers INACTIF","Étape ""Tenter enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_ETAB_INACTIV_HERIT, RG_ETAB_MODIF_INTERDIT_ACTIF_VERS_INACTIF","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-07/journey.mp4"
"ORI-783","CT-ETAB-08","bloquant","blocked-flow","MP1 > SP1.1","P2","Bouton Suivant + Calcul etat fiche (RG_ETAB_ETATFICHE_01)","Étape ""Enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_GEN_SUIV_01, RG_ETAB_ETATFICHE_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-08/journey.mp4"
"ORI-783","CT-ETAB-09","bloquant","blocked-flow","MP1 > SP1.1","P2","Controles format: longueur max, dates, alphanumeriques","Étape ""Corriger tous les champs"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-09/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-09/journey.mp4"
"ORI-790","CT-AF-01","bloquant","blocked-flow","MP6 > SP6.1","P1","RG_PAP_NAV_01 / CA_PAP_NAV_01 - Clic fleche/carte : navigation vers la sous-page de detail (3B)","Étape ""Cliquer sur la fleche/carte d'une activite"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PAP_NAV_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-01/journey.mp4"
"ORI-790","CT-AF-02","bloquant","blocked-flow","MP6 > SP6.1","P1","RG_PAP_NAV_02 / CA_PAP_NAV_02/03 - Fil d'Ariane et retour a la liste","Étape ""Cliquer sur le lien 'Selection des activites'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PAP_NAV_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-02/journey.mp4"
