"External ID","Issue Type","Summary","Description","Priority","Labels","Linked Requirement","Test Plan","Test Execution","Test Set"
"TC-ORI-933-CT-HAB-F4-01-R55","Test","ORI-933 CT-HAB-F4-01 - SC1+SC2: Affichage tableau droits speciaux (4 colonnes + tooltips + Statut profil inclus)","Le tableau des droits speciaux affiche 4 colonnes avec tooltips. La colonne Statut est valorisee uniquement pour les droits herites Accordes (= Verrouille). Non renseignee sinon.","High","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-933-CT-HAB-F4-02-R56","Test","ORI-933 CT-HAB-F4-02 - SC3+SC4: Liste droits speciaux (nom, tooltip, ordre, tag profil inclus)","Les droits speciaux sont affiches dans l ordre du referentiel avec tooltip descriptif. Les droits herites portent le tag du profil inclus (tronque si trop long). Les propres n ont pas de tag.","High","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-933-CT-HAB-F4-03-R57","Test","ORI-933 CT-HAB-F4-03 - SC5: Autorisations radio boutons (2 colonnes) + etat defaut Non accorde","Les autorisations droits speciaux sont 2 radio boutons mutuellement exclusifs. L etat par defaut a la creation est Non accorde.","High","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-933-CT-HAB-F4-04-R58","Test","ORI-933 CT-HAB-F4-04 - SC6: Statut Verrouille - droit special herite Accorde (non retirable)","Un droit special herite Accorde est Verrouille: radio boutons desactives, le droit ne peut pas etre retire.","High","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-933-CT-HAB-F4-05-R59","Test","ORI-933 CT-HAB-F4-05 - SC7: Statut non renseigne - droit special Non accorde sur profil inclus","Un droit special Non accorde sur le profil inclus n a pas de Statut renseigne et ses radio boutons sont modifiables.","Medium","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-933-CT-HAB-F4-06-R60","Test","ORI-933 CT-HAB-F4-06 - SC8: Aucun droit special attache au CU => tableau non affiche","Quand un CU n a aucun droit special, le tableau Droits speciaux n est pas affiche. Seuls les droits fins sont visibles.","Medium","orion local-only playwright-candidate","ORI-933","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-933"
"TC-ORI-1036-CT-HAB-F6-01-R62","Test","ORI-1036 CT-HAB-F6-01 - SC1: Utilisateur SANS droit acces -> menu invisible","Sans droit d acces, le menu Gestion des profils est completement invisible et l acces aux ecrans est impossible.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-02-R63","Test","ORI-1036 CT-HAB-F6-02 - SC2: Droit LECTURE SEULE -> sticky bar absente, matrice non modifiable","En lecture seule: menu visible, ecrans accessibles en consultation, mais boutons Creer/Modifier/Supprimer absents et sticky bar mode edition absente.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-03-R64","Test","ORI-1036 CT-HAB-F6-03 - SC3+SC4: Droit L/E -> sticky bar presente, activation mode edition","En L/E, la sticky bar est presente en mode inactif. L activation rend la matrice modifiable avec compteur a 0, mais le profil inclus reste non modifiable.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-04-R65","Test","ORI-1036 CT-HAB-F6-04 - SC6 a SC9: Annulation - confirm dialog si modifs, pas de dialog si 0 modif","Avec modifications: confirm dialog avant annulation. Confirmer = perte + retour lecture. Refuser = reste en edition. Sans modification: retour direct sans dialog.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-05-R66","Test","ORI-1036 CT-HAB-F6-05 - SC10+SC11+SC12: Navigation hors ecran avec modifications non enregistrees","Toute navigation hors ecran avec modifications non enregistrees declenche une confirm dialog. Confirmer = perte + navigation. Refuser = reste en edition.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-06-R67","Test","ORI-1036 CT-HAB-F6-06 - SC13 a SC17: Drawer verification - affichage + suppression modif + blocage maitre","Le drawer affiche les modifs par CU. La suppression du maitre est bloquee tant que des non-maitres sont eleves. La suppression d un non-maitre n entraine PAS la baisse auto du maitre.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-07-R68","Test","ORI-1036 CT-HAB-F6-07 - SC18: Bouton Verifier et enregistrer inactif si compteur = 0","Le bouton Verifier et enregistrer est dynamiquement active/desactive selon le compteur: grise si 0, actif si >= 1.","Medium","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1036-CT-HAB-F6-08-R69","Test","ORI-1036 CT-HAB-F6-08 - SC19+SC20: Confirmation enregistrement (succes Keycloak + erreur technique)","Succes: Keycloak enregistre, snackbar verte, drawer ferme, mode lecture, compteur reset. Erreur: snackbar rouge, drawer ouvert, mode actif conserve, possibilite de reessayer.","High","orion local-only playwright-candidate","ORI-1036","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1036"
"TC-ORI-1308-CT-HAB-F7-01-R71","Test","ORI-1308 CT-HAB-F7-01 - SC1+SC2: Droit fin non herite - transitions Non accorde <-> Lecture seule","Les transitions NA <-> LS sur un droit fin non herite ajoutent/suppriment DF_R dans Keycloak. Si maitre: DA_R est aussi ajoute/supprime.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-02-R72","Test","ORI-1308 CT-HAB-F7-02 - SC3+SC4: Droit fin non herite - transitions Non accorde <-> Lecture/Ecriture","Les transitions NA <-> L/E ajoutent/suppriment DF_RW dans Keycloak. Si maitre: DA_RW aussi.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-03-R73","Test","ORI-1308 CT-HAB-F7-03 - SC5+SC6: Droit fin non herite - transitions Lecture seule <-> Lecture/Ecriture","Les transitions LS <-> L/E remplacent DF_R par DF_RW (ou inverse) dans Keycloak. Si maitre: meme logique sur DA.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-04-R74","Test","ORI-1308 CT-HAB-F7-04 - SC7: Droit fin HERITE - elevation Lecture seule a Lecture/Ecriture (2 autorisations)","L elevation d un droit herite ajoute DF_RW specifique SANS supprimer DF_R herite. Les 2 coexistent dans Keycloak. Statut = Eleve.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-05-R75","Test","ORI-1308 CT-HAB-F7-05 - SC8+SC9: Droits speciaux - transitions Non accorde <-> Accorde","Les droits speciaux sont ajoutes/supprimes dans Keycloak selon les transitions. Un droit special herite Accorde ne peut jamais etre retire.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-06-R76","Test","ORI-1308 CT-HAB-F7-06 - SC10+SC11: Enregistrement global Keycloak + aucune modif = pas d enregistrement","L enregistrement global persiste TOUTES les modifications dans Keycloak en une seule operation. Sans modification, aucun enregistrement n est declenche.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-07-R77","Test","ORI-1308 CT-HAB-F7-07 - SC12+SC13: Cascade vers profils enfants - deduplication et conservation elevation","A l enregistrement, la cascade vers les profils enfants deduplique les droits redondants (niveau <= herite = supprime) et conserve les elevations (niveau > herite = conserve). Cela s applique a tous les profils incluant directement ou indirectement le profil modifie.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-1308-CT-HAB-F7-08-R78","Test","ORI-1308 CT-HAB-F7-08 - Verification droits effectifs apres reconnexion utilisateur porteur","Apres enregistrement Keycloak et reconnexion, les droits effectifs de l utilisateur porteur refletent les modifications de la matrice. Le droit d acces L/E permet toutes les operations sur l ecran concerne.","High","orion local-only playwright-candidate","ORI-1308","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1308"
"TC-ORI-657-CT-PIM-D-01-R80","Test","ORI-657 CT-PIM-D-01 - CA01+CA02: Acces formulaire modification (habilitations + pre-remplissage)","Le formulaire de modification est accessible uniquement aux utilisateurs avec habilitations de gestion. Tous les champs sont pre-remplis avec les valeurs actuelles.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-02-R81","Test","ORI-657 CT-PIM-D-02 - CA03+CA04+CA16: Modification nom et code avec succes + normalisation code","La modification du nom/code est enregistree avec normalisation auto du code (majuscules, trim). Le nom est repercute immediatement dans l arborescence.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-03-R82","Test","ORI-657 CT-PIM-D-03 - CA05 a CA08: Controles format code + unicite code/nom (frontend + backend)","Les controles de format (temps reel frontend) et d unicite (backend) bloquent avec messages explicites. Le bouton Enregistrer est desactive si format invalide.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-04-R83","Test","ORI-657 CT-PIM-D-04 - CA09: Champs obligatoires manquants","Les champs obligatoires (Code, Nom, Duree RDV) et les bornes (5-180 min) sont controles avec messages explicites.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-05-R84","Test","ORI-657 CT-PIM-D-05 - CA10+CA11+CA12: Desactivation bloquee si dependances + reactivation immediate","Desactivation bloquee si dependances actives (message avec details). Sans dependances: desactivation masque la famille. Reactivation immediate avec retour dans toutes les LOV.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-06-R85","Test","ORI-657 CT-PIM-D-06 - CA13+CA14+CA15: Duree RDV modifiable + Fermer modale + Erreur technique","La duree RDV est modifiable (5-180). Fermer sans enregistrer ne persiste rien. Une erreur technique affiche un message generique et conserve la modale ouverte.","Medium","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-07-R86","Test","ORI-657 CT-PIM-D-07 - CA17+CA18: Perimetre marque + suppression icone/couleur -> valeurs par defaut","La modification est limitee au perimetre de la marque. Vider icone/couleur applique les valeurs par defaut Orion automatiquement.","Medium","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-657-CT-PIM-D-08-R87","Test","ORI-657 CT-PIM-D-08 - CA19 a CA22: Famille parente (desactivee si sous-familles) + conversion sous-famille/racine","Le champ Famille parente est desactive si sous-familles existantes. La conversion en sous-famille masque Icone/Couleur et reinitialise aux defauts. Le retrait de parente les fait reapparaitre. La Duree RDV est pre-remplie depuis la nouvelle parente.","High","orion local-only playwright-candidate","ORI-657","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-657"
"TC-ORI-1065-CT-OPT-A-01-R89","Test","ORI-1065 CT-OPT-A-01 - CA01+CA02: Affichage liste - avec habilitations (actives+inactives) vs sans habilitations (actives seules)","Avec habilitations: toutes options (actives+inactives) visibles + bouton Creer. Sans habilitations: seules les actives + pas de bouton Creer. Toujours limite au perimetre marque.","High","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-02-R90","Test","ORI-1065 CT-OPT-A-02 - CA03: Recherche par libelle commercial ou code (partielle, insensible casse)","La recherche filtre par libelle commercial et code, est partielle et insensible a la casse. Sans resultat: message explicite.","High","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-03-R91","Test","ORI-1065 CT-OPT-A-03 - CA04+CA05+CA06: Filtres Statut (Actif/Inactif) + Marche + Taxe","Chaque filtre fonctionne individuellement et en combinaison. Le filtre Statut est initialise sur Actif par defaut. Le filtre Taxe depend du pack reglementaire.","High","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-04-R92","Test","ORI-1065 CT-OPT-A-04 - CA07: Colonne Periodicite conditionnelle (Recurrent vs Ponctuel)","La colonne Periodicite affiche la valeur uniquement pour les options en mode Recurrent. Pour les Ponctuelles: affichage ""-"".","Medium","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-05-R93","Test","ORI-1065 CT-OPT-A-05 - CA08: Conservation des filtres lors de la navigation vers fiche puis retour","Les filtres sont conserves apres navigation vers la fiche option et retour a la liste.","High","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-06-R94","Test","ORI-1065 CT-OPT-A-06 - CA09: Acces a la consultation via fleche -> drawer lecture seule","La fleche sur chaque ligne ouvre la fiche option dans un drawer en lecture seule, accessible a tous les profils.","High","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-07-R95","Test","ORI-1065 CT-OPT-A-07 - CA10: Adaptation reglementaire par pays - colonne/filtre Taxe selon pack reglementaire","La colonne et le filtre Taxe s adaptent au pack reglementaire du pays. En France: valeurs TVA affichees. Sans donnee fiscale configuree: ""--"" et filtre vide.","Medium","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1065-CT-OPT-A-08-R96","Test","ORI-1065 CT-OPT-A-08 - Bouton Reinitialiser + pagination standards Orion","Le bouton Reinitialiser remet tous les filtres a leur etat par defaut. La liste est paginee selon les standards Orion.","Medium","orion local-only playwright-candidate","ORI-1065","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1065"
"TC-ORI-1067-CT-OPT-B-01-R98","Test","ORI-1067 CT-OPT-B-01 - CA01+CA02: Acces formulaire creation (habilitations + pre-remplissage defauts)","Le formulaire est accessible uniquement aux utilisateurs avec habilitations. Les valeurs par defaut sont: Statut=Actif, Marche=Tous, Quantite=1, Periodicite masquee.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-02-R99","Test","ORI-1067 CT-OPT-B-02 - CA03+CA04: Creation option avec succes (statut Actif + statut Inactif)","Une option Active est immediatement visible et disponible. Une option Inactive n est visible que pour les gestionnaires et non proposee pour association.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-03-R100","Test","ORI-1067 CT-OPT-B-03 - CA05: Doublon de code bloque (message exact)","Le doublon de code est detecte (insensible a la casse) avec message exact et bloque la creation.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-04-R101","Test","ORI-1067 CT-OPT-B-04 - CA06: Bouton Enregistrer desactive si champs obligatoires manquants ou invalides","Le bouton Enregistrer est dynamiquement active/desactive selon la validite de tous les champs obligatoires.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-05-R102","Test","ORI-1067 CT-OPT-B-05 - CA07+CA08+CA09+CA10+CA16: Controles code (filtrage auto, normalisation, min 3, max 20, backend)","Le code est filtre en temps reel (car. non autorises ignores, majuscules auto), borne a 3-20 car., et non modifiable apres creation. Controle backend en complement.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-06-R103","Test","ORI-1067 CT-OPT-B-06 - CA11+CA12: Periodicite conditionnelle (Recurrent=visible, Ponctuel=masque) + label dynamique Quantite","La Periodicite est conditionnelle au mode Recurrent (visible+obligatoire). Le label de la quantite s adapte dynamiquement au mode selectionne.","High","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-07-R104","Test","ORI-1067 CT-OPT-B-07 - CA13: Quantite facturable invalide (< 1 ou > 9999)","La quantite facturable est validee comme entier entre 1 et 9999. Zero, negatifs et > 9999 sont refuses avec message explicite.","Medium","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-08-R105","Test","ORI-1067 CT-OPT-B-08 - CA14: Famille associee filtree (racines actives marque uniquement)","La LOV Famille associee ne propose que les familles racines actives de la marque. Sans famille: option disponible pour tous les produits.","Medium","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-09-R106","Test","ORI-1067 CT-OPT-B-09 - CA15+CA18: Annuler creation (rien enregistre) + erreur technique (modale conservee)","Annuler (croix) = aucune creation. Erreur technique = message generique, modale ouverte, donnees conservees, retry possible.","Medium","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-1067-CT-OPT-B-10-R107","Test","ORI-1067 CT-OPT-B-10 - CA17: Adaptation champ Taxe selon pack reglementaire du pays","Le champ Taxe s adapte au pack reglementaire du pays. En France: 5 valeurs TVA. Sans donnee fiscale: ""--"" et pas de valeur.","Medium","orion local-only playwright-candidate","ORI-1067","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1067"
"TC-ORI-723-CT-DUR-01-R109","Test","ORI-723 CT-DUR-01 - RG_CONT_Hhebdo_13 - Controles de saisie des heures hebdomadaires (obligatoire, > 0, format, bornes)","Le champ heures hebdomadaires est obligatoire, strictement positif, borne a 48h (bloquant au-dela) avec alerte informative des 44h. Le pre-remplissage temps plein est de 35h.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-02-R110","Test","ORI-723 CT-DUR-02 - RG_CONT_Hmens_14 - Calcul automatique des heures mensuelles (lecture seule)","Les heures mensuelles sont calculees automatiquement (hebdo x 52 / 12), en lecture seule, et recalculees en temps reel.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-03-R111","Test","ORI-723 CT-DUR-03 - RG_CONT_Temps_15 - Nature du temps (plein/partiel) et effets conditionnels","La nature du temps conditionne les bornes de saisie, la visibilite des blocs derogation et HC, et l'obligation des plages d'indisponibilite.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-04-R112","Test","ORI-723 CT-DUR-04 - RG_CONT_TauxP_16 - Calcul automatique du taux temps plein (%)","Le taux temps plein est calcule automatiquement ((hebdo/35)x100), en lecture seule, et alimente la reference annuelle ATT.","Medium","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-05-R113","Test","ORI-723 CT-DUR-05 - RG_CONT_ModOrg_38_V2 - Mode d'organisation du temps de travail (Forfait jours masque Intervenant)","Le mode d'organisation est obligatoire (defaut Hebdomadaire fixe). Sur contrat Intervenant, l'option Forfait jours est masquee. Le passage en ATT affiche le bloc ATT et masque les HC.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-06-R114","Test","ORI-723 CT-DUR-06 - RG_CONT_ATT_18 - Bloc annualisation du temps de travail (hors simulateur)","Le bloc ATT s'affiche uniquement en mode Annualisation. La reference annuelle est calculee (1607 x taux), la contractuelle est saisissable avec alerte non bloquante en cas de depassement. Le simulateur reste hors scope.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-07-R115","Test","ORI-723 CT-DUR-07 - RG_CONT_DerogTP_39 - Derogation temps partiel < 24h (obligatoire et bloquante)","La derogation < 24h apparait uniquement en temps partiel sous 24h, propose 2 motifs legaux, et bloque la navigation tant qu'aucun motif n'est renseigne.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-08-R116","Test","ORI-723 CT-DUR-08 - RG_CONT_Compl_40 - Plafond heures complementaires (calcul et visibilite conditionnelle)","Le plafond d'heures complementaires est calcule (hebdo/3, borne < 35h), affiche en lecture seule uniquement en temps partiel + Hebdomadaire fixe, masque sinon.","Medium","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-09-R117","Test","ORI-723 CT-DUR-09 - RG_CONT_Mutuelle_42 - Alerte seuil mutuelle (< 65h/mois)","L'alerte mutuelle s'affiche (informative, non bloquante) sous 65h mensuelles, disparait dynamiquement au-dela, et respecte le seuil parametre par marque.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-10-R118","Test","ORI-723 CT-DUR-10 - RG_CONT_TickResto_44 - Alerte seuil tickets restaurant (seuil marque)","L'alerte tickets restaurant s'affiche (informative, non bloquante) sous le seuil marque, lit la valeur depuis la config marque, et disparait dynamiquement sans impacter d'autres champs.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-11-R119","Test","ORI-723 CT-DUR-11 - Coherence des dependances entre champs (propagation des recalculs)","Toute modification des heures hebdo ou de la nature/mode se propage de facon coherente et en temps reel sur l'ensemble des champs calcules et conditionnels.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-723-CT-DUR-12-R120","Test","ORI-723 CT-DUR-12 - Persistance BACK et mise a disposition des modules aval","Les donnees de l'onglet 4 sont persistees cote BACK, mises a disposition des modules aval (planning, GTA, paie) et restituees fidelement au rechargement du contrat.","High","orion local-only playwright-candidate","ORI-723","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-723"
"TC-ORI-1039-CT-DURF-01-R122","Test","ORI-1039 CT-DURF-01 - RG_CONT_Hhebdo_13 - Champ heures hebdomadaires : affichage, saisie UI, format et messages","Le champ heures hebdomadaires respecte la maquette : pre-remplissage 35h, saisie numerique filtree, et affichage correct des messages (bloquant/informatif) selon les seuils.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-02-R123","Test","ORI-1039 CT-DURF-02 - RG_CONT_Hmens_14 - Affichage temps reel des heures mensuelles (champ lecture seule UI)","Le champ heures mensuelles est affiche en lecture seule et recalcule/affiche en temps reel a chaque modification des heures hebdomadaires.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-03-R124","Test","ORI-1039 CT-DURF-03 - RG_CONT_Temps_15 - Radio Temps plein/partiel : selection UI et effets d'affichage conditionnel","Le radio Temps plein/partiel pilote correctement l'affichage conditionnel des blocs (hebdo, plages, HC, derogation) conformement a la maquette.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
