"issueKey","title","status","expectedStatus","durationMs","retries","error","attachments"
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC6: Tests régression visuelle passent","failed","passed","140","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c1292-régression-visuelle-passent-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c1292-régression-visuelle-passent-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c1292-régression-visuelle-passent-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c1292-régression-visuelle-passent-orion-pipeline/trace.zip"
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC1: Notification affichée si durée réelle > durée prévue","failed","passed","141","0","TypeError: _env.routes.planningList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--07a4a-i-durée-réelle-durée-prévue-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--07a4a-i-durée-réelle-durée-prévue-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--07a4a-i-durée-réelle-durée-prévue-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--07a4a-i-durée-réelle-durée-prévue-orion-pipeline/trace.zip"
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC2: Notification inclut valeurs (prévue vs réelle)","passed","passed","8277","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC3: Collaborateur peut confirmer/réfuter notification","passed","passed","98","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC4: Notifications dépassement tracées (audit)","passed","passed","88","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC5: Rapport synthétique dépassements disponible","passed","passed","92","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC6: Seuils notification configurables par domaine","passed","passed","112","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC7: Notification persistée en session","passed","passed","86","0","",""
"ORI-1007","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1007: Notifier Durée Réalisation > AC8: Webhook/événement envoyé si seuil dépassé","passed","passed","73","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC1: Événement déclenché création agence","passed","passed","85","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC2: Événement déclenché modification agence","passed","passed","80","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC3: Événements incluent données clés (ID, Nom, Coordonnées, Modifications)","passed","passed","87","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC4: Événements publiés à broker (Kafka, RabbitMQ)","passed","passed","77","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC5: Abonnés (CRM, Planning) reçoivent notifications","passed","passed","79","0","",""
"ORI-1044","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1044: Notifier Création Agence (Backend) > AC6: Notifications tracées et persistées audit","passed","passed","80","0","",""
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC1: Drawer consultation RDV inclut carte","passed","passed","406","0","",""
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC2: Carte affiche localisation RDV","passed","passed","91","0","",""
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC3: Carte zoomable, panning possible","passed","passed","8101","0","",""
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC4: Performances optimisées (ne bloque pas drawer)","failed","passed","2439","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeLessThan[2m([22m[32mexpected[39m[2m)[22m

Expected: < [32m2000[39m
Received:   [31m2284[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--f5d98-isées-ne-bloque-pas-drawer--orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--f5d98-isées-ne-bloque-pas-drawer--orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--f5d98-isées-ne-bloque-pas-drawer--orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--f5d98-isées-ne-bloque-pas-drawer--orion-pipeline/trace.zip"
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC5: Carte responsive (mobile friendly)","passed","passed","360","0","",""
"ORI-1062","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1062: Cartographie Drawer RDV Commercial > AC6: Adresses invalides affichent erreur gracieuse","passed","passed","91","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC1: Client créé/modifié MP4 → flux sent à MP5","passed","passed","89","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC2: Données essentielles incluses (ID, Nom, Coordonnées, Agence)","passed","passed","85","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC3: Flux respecte schéma défini par MP5","passed","passed","88","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC4: Erreurs envoi loggées et retentées","passed","passed","80","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC5: Circuit-breaker prévient surcharges","passed","passed","86","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC6: Événements idempotents (même événement != doublon)","passed","passed","80","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC7: Delta tracking (changements inclus)","passed","passed","79","0","",""
"ORI-1064","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1064: Flux Inter-domaine Client Planning > AC8: Monitoring/alertes sur flux failure","passed","passed","80","0","",""
"ORI-1065","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1065: Consulter Liste Options > AC1: Liste affiche toutes options catalogue","failed","passed","399","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m

Received: [31mfalse[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--65e52-he-toutes-options-catalogue-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--65e52-he-toutes-options-catalogue-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--65e52-he-toutes-options-catalogue-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--65e52-he-toutes-options-catalogue-orion-pipeline/trace.zip"
"ORI-1065","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1065: Consulter Liste Options > AC2: Liste paginée (50 items/page) ou scrollable","passed","passed","127","0","",""
"ORI-1065","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1065: Consulter Liste Options > AC3: Colonnes (ID, Nom, Prix, Famille, Statut) affichées","passed","passed","99","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC1: Composant plage horaires intègre correctement fiche client","passed","passed","1683","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC2: Plages horaires existantes s'affichent correctement","passed","passed","99","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC3: Ajout/modification/suppression plages fonctionne","passed","passed","6232","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC4: Validations appliquées (pas de chevauchement)","passed","passed","107","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC5: Données plages horaires persistées","passed","passed","7256","0","",""
"ORI-1066","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1066: Intégration Plage Horaires Fiche Client > AC6: Composant responsive et accessible","passed","passed","98","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC1: Formulaire création option s'affiche correctement","passed","passed","1207","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC2: Champs requis (Nom, Prix, Famille, Description) présents","passed","passed","97","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC3: Validations appliquées (nom unique, prix > 0)","passed","passed","2096","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC4: Option créée s'ajoute à liste avec succès","failed","passed","8079","0","TimeoutError: locator.fill: Timeout 8000ms exceeded.
Call log:
[2m  - waiting for locator('input[placeholder*=""Nom""]').first()[22m
","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--86f25--ajoute-à-liste-avec-succès-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--86f25--ajoute-à-liste-avec-succès-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--86f25--ajoute-à-liste-avec-succès-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--86f25--ajoute-à-liste-avec-succès-orion-pipeline/trace.zip"
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC5: Notification succès affichée","passed","passed","125","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC6: Utilisateur peut créer plusieurs en succession (sans rafraîchissement)","failed","passed","13402","0","TimeoutError: locator.fill: Timeout 8000ms exceeded.
Call log:
[2m  - waiting for locator('input[placeholder*=""Nom""]').first()[22m
","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--272c3-sion-sans-rafraîchissement--orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--272c3-sion-sans-rafraîchissement--orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--272c3-sion-sans-rafraîchissement--orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--272c3-sion-sans-rafraîchissement--orion-pipeline/trace.zip"
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC7: Reset formulaire après création réussie","passed","passed","118","0","",""
"ORI-1067","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1067: Créer Option Catalogue > AC8: Données persistées en base (vérification API)","passed","passed","83","0","",""
"ORI-1068","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1068: Qualifier Besoin Client > AC1: Formulaire ""Qualifier besoin"" s'affiche en fiche client","passed","passed","7793","0","",""
"ORI-1068","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1068: Qualifier Besoin Client > AC2: Champs qualification (Priorité, Type besoin, Budget, Urgence) présents","passed","passed","101","0","",""
"ORI-1068","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1068: Qualifier Besoin Client > AC3: Données validées côté client et serveur","passed","passed","2122","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC1: Liste options charge rapidement (< 2s)","passed","passed","1456","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC2: Tableau responsive (mobile, tablet, desktop)","passed","passed","349","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC3: Colonnes resizable et ordonnables","passed","passed","306","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC4: Filtres et recherche UX-friendly","passed","passed","201","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC5: Paginator fonctionne correctement","passed","passed","293","0","",""
"ORI-1072","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1072: Frontend Consulter Liste Options > AC6: Styles suivent design system SP4.1","passed","passed","1612","0","",""
"ORI-1073","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1073: Frontend Créer Option > AC1: Formulaire création affiché clair et intuitif","passed","passed","1191","0","",""
"ORI-1073","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1073: Frontend Créer Option > AC2: Validation client affiche erreurs temps réel","failed","passed","8279","0","TimeoutError: locator.focus: Timeout 8000ms exceeded.
Call log:
[2m  - waiting for locator('input[placeholder*=""Nom""]').first()[22m
","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--901b9--affiche-erreurs-temps-réel-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--901b9--affiche-erreurs-temps-réel-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--901b9--affiche-erreurs-temps-réel-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--901b9--affiche-erreurs-temps-réel-orion-pipeline/trace.zip"
"ORI-1073","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1073: Frontend Créer Option > AC3: Champs requis ont indication visuelle (*)","passed","passed","109","0","",""
"ORI-1095","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1095: Notifier Création Société (Backend) > AC1: Événement déclenché création société","passed","passed","83","0","",""
"ORI-1095","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1095: Notifier Création Société (Backend) > AC2: Événement déclenché modification société","passed","passed","85","0","",""
"ORI-1095","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1095: Notifier Création Société (Backend) > AC3: Événements incluent données clés et changements","passed","passed","87","0","",""
"ORI-1096","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1096: Notifier Création Établissement (Backend) > AC1: Événement déclenché création établissement","passed","passed","102","0","",""
"ORI-1096","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1096: Notifier Création Établissement (Backend) > AC2: Événement déclenché modification établissement","passed","passed","82","0","",""
"ORI-1096","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-1096: Notifier Création Établissement (Backend) > AC3: Événements incluent données clés et changements","passed","passed","85","0","",""
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC1: Le tableau Besoins affiche les colonnes obligatoires","failed","passed","9059","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m

Received: [31mfalse[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--79c87-e-les-colonnes-obligatoires-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--79c87-e-les-colonnes-obligatoires-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--79c87-e-les-colonnes-obligatoires-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--79c87-e-les-colonnes-obligatoires-orion-pipeline/trace.zip"
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC2: Les colonnes sont correctement alignées et redimensionnables","passed","passed","12050","0","",""
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC3: Description du tableau affichée","failed","passed","20147","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m

Received: [31mfalse[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4ffde-ription-du-tableau-affichée-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4ffde-ription-du-tableau-affichée-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4ffde-ription-du-tableau-affichée-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4ffde-ription-du-tableau-affichée-orion-pipeline/trace.zip"
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC4: Les données de besoins se chargent depuis API","passed","passed","11053","0","",""
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC5: Le tableau supporte pagination ou scroll","passed","passed","12066","0","",""
"ORI-368","int2-ihm-sprint13-recette-23.spec.ts > ORI-368: Tableau Besoins - Description & Colonnes > AC6: Styles correspondent à maquette SP4.1","passed","passed","12173","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC1: Écran modification chargé correctement","passed","passed","1825","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC2: Tous les champs modifiables sont présents et éditables","passed","passed","327","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC3: Validation des champs obligatoires","passed","passed","1920","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC4: Les modifications sont sauvegardées avec succès","passed","passed","364","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC5: Notification de succès après sauvegarde","passed","passed","346","0","",""
"ORI-657","int2-ihm-sprint13-recette-23.spec.ts > ORI-657: Modifier Famille Produits > AC6: Les doublons de nom sont rejetés avec erreur","passed","passed","1680","0","",""
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC1: Les zones de filtres saffichent correctement","failed","passed","12619","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m

Received: [31mfalse[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--62180-res-saffichent-correctement-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--62180-res-saffichent-correctement-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--62180-res-saffichent-correctement-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--62180-res-saffichent-correctement-orion-pipeline/trace.zip"
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC2: Les filtres permettent de filtrer (Statut, Date, Type)","passed","passed","12368","0","",""
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC3: Résultats se mettent à jour dynamiquement lors filtrage","passed","passed","12944","0","",""
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC4: Les filtres peuvent être réinitialisés facilement","passed","passed","12360","0","",""
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC5: Zones filtres responsives sur mobile","passed","passed","12741","0","",""
"ORI-667","int2-ihm-sprint13-recette-23.spec.ts > ORI-667: Zones de Filtres Besoins > AC6: Aucun débordement ou overflow observé","passed","passed","12569","0","",""
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-01 [R5]: Ouverture modale et pre-remplissage des champs","passed","passed","3796","0","","CT-STE-COORD-01-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-02 [R6]: Modification et enregistrement nominal","passed","passed","12031","0","","CT-STE-COORD-02-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-03 [R7]: Heritage adresse vers etablissements principaux (RG_STE_ADRESS_HERIT_ETAB)","passed","passed","6372","0","","CT-STE-COORD-03-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-04 [R8]: Controles champs obligatoires NULL sur societe Active (RG_STE_Modif)","passed","passed","6485","0","","CT-STE-COORD-04-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-05 [R9]: Controle SIREN: unicite + cle de Luhn + lien API SIRENE","passed","passed","19105","0","","CT-STE-COORD-05-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-06 [R10]: Bouton Suivant: navigation multi-etapes sans enregistrement","passed","passed","8734","0","","CT-STE-COORD-06-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-07 [R11]: Calcul etat de la fiche apres modification (RG_STE_ETATFICHE_01)","passed","passed","7771","0","","CT-STE-COORD-07-evidence.png"
"ORI-773","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-773 - CT-STE-COORD-08 [R12]: Controles de format: longueur max, email, telephone","passed","passed","23124","0","","CT-STE-COORD-08-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-01 [R14]: Ouverture modale + pre-remplissage Aspects Juridiques","passed","passed","3741","0","","CT-ETAB-01-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-02 [R15]: Modification et enregistrement nominal (etab INACTIF)","passed","passed","11799","0","","CT-ETAB-02-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-03 [R16]: Controle SIRET: unicite + lien Completer via SIRET","passed","passed","19376","0","","CT-ETAB-03-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-04 [R17]: Champs obligatoires NULL sur etab ACTIF (RG_ETAB_Modif)","passed","passed","6222","0","","CT-ETAB-04-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-05 [R18]: SIRET verrouille sur etab ACTIF (RG_ETAB_SIRET_MODIF_INTERDITE_SI_ACTIF)","passed","passed","7520","0","","CT-ETAB-05-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-06 [R19]: Changement type Principal + protection si deja un principal (RG_ETAB_CHG_PRINCIPAL)","passed","passed","7188","0","","CT-ETAB-06-evidence.png"
"ORI-783","orion-autonomous-catalog.spec.ts > ORI-PIPELINE-AUTONOMOUS: Exécution dynamique de la matrice Excel > ORI-783 - CT-ETAB-07 [R20]: Heritage inactivation parent + blocage ACTIF vers INACTIF","passed","passed","7277","0","","CT-ETAB-07-evidence.png"
